2014-10-23 14-15-41
Time,X,Y,Flag,Gif,Error,LineFlag
47151,143,599,1,15,0,True
47167,154,606,1,15,0,True
47184,159,609,1,15,0,True
47201,161,611,1,15,0,True
47217,169,615,1,15,0,True
47234,180,620,1,15,0,True
47251,186,623,1,15,0,True
47267,189,624,1,15,0,True
47284,201,628,1,15,0,True
47301,204,629,1,15,0,True
47317,211,631,1,15,0,True
47334,216,631,1,15,0,True
47351,226,631,1,15,0,True
47367,234,631,1,15,0,True
47384,237,631,1,15,0,True
47401,243,630,1,15,0,True
47417,253,628,1,15,0,True
47434,256,628,1,15,0,True
47451,264,626,1,15,0,True
47467,277,620,1,15,0,True
47484,280,619,1,15,0,True
47501,286,616,1,15,0,True
47517,294,610,1,15,0,True
47534,305,601,1,15,0,True
47551,311,596,1,15,0,True
47567,314,593,1,15,0,True
47584,323,585,1,15,0,True
47601,329,579,1,15,0,True
47617,341,566,1,15,0,True
47634,344,562,1,15,0,True
47651,356,544,1,15,0,True
47667,359,541,1,15,0,True
47684,366,530,1,15,0,True
47701,371,522,1,15,0,True
47717,380,508,1,15,0,True
47734,382,504,1,15,0,True
47751,389,493,1,15,0,True
47767,393,486,1,15,0,True
47784,401,471,1,15,0,True
47801,406,464,1,15,0,True
47817,410,457,1,15,0,True
47834,414,450,1,15,0,True
47851,423,437,1,15,0,True
47867,427,430,1,15,0,True
47884,432,421,1,15,0,True
47901,441,409,1,15,0,True
47917,445,403,1,15,0,True
47934,448,400,1,15,0,True
47951,455,392,1,15,0,True
47967,459,387,1,15,0,True
47984,469,377,1,15,0,True
48001,471,374,1,15,0,True
48017,479,367,1,15,0,True
48034,488,360,1,15,0,True
48051,496,353,1,15,0,True
48067,502,349,1,15,0,True
48084,514,343,1,15,0,True
48101,517,341,1,15,0,True
48117,526,337,1,15,0,True
48134,532,335,1,15,0,True
48151,542,332,1,15,0,True
48167,554,331,1,15,0,True
48184,558,331,1,15,0,True
48201,566,332,1,15,0,True
48217,580,334,1,15,0,True
48234,587,336,1,15,0,True
48251,594,338,1,15,0,True
48267,613,346,1,15,0,True
48284,616,348,1,15,0,True
48301,623,351,1,15,0,True
48317,633,356,1,15,0,True
48334,645,364,1,15,0,True
48351,651,369,1,15,0,True
48367,654,371,1,15,0,True
48384,661,378,1,15,0,True
48401,667,385,1,15,0,True
48417,674,391,1,15,0,True
48434,677,393,1,15,0,True
48451,686,403,1,15,0,True
48467,688,405,1,15,0,True
48484,692,409,1,15,0,True
48501,694,411,1,15,0,True
48517,695,412,1,15,0,True
48534,696,412,1,15,0,True
48551,696,412,1,15,0,True
48567,696,412,1,15,0,True
48584,697,413,1,15,0,True
48601,697,413,1,15,0,True
48617,697,413,1,15,0,True
48634,697,413,1,15,0,True
48651,697,413,1,15,0,True
48667,697,413,1,15,0,True
48684,697,413,1,15,0,True
48701,697,413,1,15,0,True
48717,697,413,1,15,0,True
48734,697,413,1,15,0,True
48751,697,413,1,15,0,True
48767,697,413,1,15,0,True
48784,697,413,1,15,0,True
48801,697,413,1,15,0,True
48817,697,413,1,15,0,True
48834,697,413,1,15,0,True
48851,697,413,1,15,0,True
48867,697,413,1,15,0,True
48884,697,413,1,15,0,True
48901,697,413,0,15,0,True
48917,697,413,0,15,0,True
48934,697,413,0,15,0,True
48951,697,413,0,15,0,True
48967,697,413,0,15,0,True
48984,697,413,0,15,0,True
49001,697,413,0,15,0,True
49067,697,413,0,16,0,True
49084,697,413,0,16,0,True
49101,697,413,0,16,0,True
49117,697,413,0,16,0,True
49134,697,413,0,16,0,True
49151,697,413,0,16,0,True
49167,697,413,0,16,0,True
49184,697,413,0,16,0,True
49201,697,413,0,16,0,True
49217,697,413,0,16,0,True
49234,697,413,0,16,0,True
49251,697,413,0,16,0,True
49267,697,413,0,16,0,True
49284,697,413,0,16,0,True
49301,697,413,0,16,0,True
49317,697,413,0,16,0,True
49334,697,413,0,16,0,True
49351,697,413,0,16,0,True
49367,697,413,0,16,0,True
49384,697,413,0,16,0,True
49401,697,413,0,16,0,True
49417,697,413,0,16,0,True
49434,697,413,0,16,0,True
49451,697,413,0,16,0,True
49467,697,413,0,16,0,True
49484,697,413,0,16,0,True
49501,697,413,0,16,0,True
49517,697,413,0,16,0,True
49534,697,413,0,16,0,True
49551,697,413,0,16,0,True
49567,697,413,0,16,0,True
49584,697,413,0,16,0,True
49601,697,413,0,16,0,True
49617,697,413,0,16,0,True
49634,697,413,0,16,0,True
49651,697,413,0,16,0,True
49667,697,413,0,16,0,True
49684,697,413,0,16,0,True
49701,697,413,0,16,0,True
49717,697,413,0,16,0,True
49734,697,413,0,16,0,True
49751,697,413,0,16,0,True
49767,697,413,0,16,0,True
49784,697,413,0,16,0,True
49801,697,413,0,16,0,True
49817,697,413,0,16,0,True
49834,84,465,1,16,0,True
49851,84,465,1,16,0,True
49867,84,465,1,16,0,True
49884,84,465,1,16,0,True
49901,84,465,1,16,0,True
49917,84,465,1,16,0,True
49934,84,465,1,16,0,True
49951,84,465,1,16,0,True
49967,84,465,1,16,0,True
49984,85,464,1,16,0,True
50001,85,464,1,16,0,True
50017,87,461,1,16,0,True
50034,92,456,1,16,0,True
50051,94,453,1,16,0,True
50067,98,448,1,16,0,True
50084,99,447,1,16,0,True
50101,108,438,1,16,0,True
50117,110,436,1,16,0,True
50134,114,431,1,16,0,True
50151,121,424,1,16,0,True
50167,128,417,1,16,0,True
50184,130,415,1,16,0,True
50201,135,410,1,16,0,True
50217,145,401,1,16,0,True
50234,150,396,1,16,0,True
50251,158,389,1,16,0,True
50267,161,387,1,16,0,True
50284,176,374,1,16,0,True
50301,179,372,1,16,0,True
50317,189,365,1,16,0,True
50334,192,363,1,16,0,True
50351,210,352,1,16,0,True
50367,214,350,1,16,0,True
50384,221,346,1,16,0,True
50401,236,338,1,16,0,True
50417,244,334,1,16,0,True
50434,252,331,1,16,0,True
50451,259,327,1,16,0,True
50467,270,323,1,16,0,True
50484,282,318,1,16,0,True
50501,291,315,1,16,0,True
50517,299,314,1,16,0,True
50534,319,309,1,16,0,True
50551,324,308,1,16,0,True
50567,332,306,1,16,0,True
50584,350,304,1,16,0,True
50601,359,302,1,16,0,True
50617,367,301,1,16,0,True
50634,376,301,1,16,0,True
50651,394,299,1,16,0,True
50667,403,299,1,16,0,True
50684,416,298,1,16,0,True
50701,421,298,1,16,0,True
50717,444,299,1,16,0,True
50734,448,300,1,16,0,True
50751,461,302,1,16,0,True
50767,470,303,1,16,0,True
50784,488,307,1,16,0,True
50801,497,310,1,16,0,True
50817,506,313,1,16,0,True
50834,515,316,1,16,0,True
50851,532,323,1,16,0,True
50867,541,328,1,16,0,True
50884,553,334,1,16,0,True
50901,569,343,1,16,0,True
50917,573,345,1,16,0,True
50934,580,350,1,16,0,True
50951,592,358,1,16,0,True
50967,602,366,1,16,0,True
50984,613,373,1,16,0,True
51001,616,375,1,16,0,True
51017,626,383,1,16,0,True
51034,635,391,1,16,0,True
51051,643,399,1,16,0,True
51067,649,403,1,16,0,True
51084,660,414,1,16,0,True
51101,663,416,1,16,0,True
51117,671,424,1,16,0,True
51134,675,429,1,16,0,True
51151,684,439,1,16,0,True
51167,688,443,1,16,0,True
51184,692,449,1,16,0,True
51201,696,454,1,16,0,True
51217,704,464,1,16,0,True
51234,708,470,1,16,0,True
51251,711,475,1,16,0,True
51267,714,480,1,16,0,True
51284,720,489,1,16,0,True
51301,724,494,1,16,0,True
51317,728,501,1,16,0,True
51334,732,508,1,16,0,True
51351,735,514,1,16,0,True
51367,737,517,1,16,0,True
51384,740,522,1,16,0,True
51401,743,527,1,16,0,True
51417,745,532,1,16,0,True
51434,746,533,1,16,0,True
51451,748,536,1,16,0,True
51467,750,538,1,16,0,True
51484,750,539,1,16,0,True
51501,751,540,1,16,0,True
51517,751,540,1,16,0,True
51534,751,540,1,16,0,True
51551,751,540,1,16,0,True
51567,751,540,1,16,0,True
51584,751,540,1,16,0,True
51601,751,540,1,16,0,True
51617,751,540,1,16,0,True
51634,751,540,1,16,0,True
51651,751,540,1,16,0,True
51667,751,540,1,16,0,True
51684,751,540,1,16,0,True
51701,751,540,1,16,0,True
51717,751,540,1,16,0,True
51734,751,540,1,16,0,True
51751,751,540,1,16,0,True
51767,751,540,1,16,0,True
51784,751,540,1,16,0,True
51801,751,540,1,16,0,True
51817,751,540,0,16,0,True
51834,751,540,0,16,0,True
51851,751,540,0,16,0,True
51867,751,540,0,16,0,True
51884,751,540,0,16,0,True
51901,751,540,0,16,0,True
51917,751,540,0,16,0,True
51934,751,540,0,16,0,True
51951,751,540,0,16,0,True
51967,751,540,0,16,0,True
51984,751,540,0,16,0,True
52001,751,540,0,16,0,True
52067,751,540,0,17,0,True
52084,751,540,0,17,0,True
52101,751,540,0,17,0,True
52117,751,540,0,17,0,True
52134,751,540,0,17,0,True
52151,751,540,0,17,0,True
52167,751,540,0,17,0,True
52184,751,540,0,17,0,True
52201,751,540,0,17,0,True
52217,751,540,0,17,0,True
52234,751,540,0,17,0,True
52251,751,540,0,17,0,True
52267,751,540,0,17,0,True
52284,751,540,0,17,0,True
52301,751,540,0,17,0,True
52317,751,540,0,17,0,True
52334,751,540,0,17,0,True
52351,751,540,0,17,0,True
52367,751,540,0,17,0,True
52384,751,540,0,17,0,True
52401,751,540,0,17,0,True
52417,751,540,0,17,0,True
52434,751,540,0,17,0,True
52451,751,540,0,17,0,True
52467,751,540,0,17,0,True
52484,751,540,0,17,0,True
52501,751,540,0,17,0,True
52517,751,540,0,17,0,True
52534,751,540,0,17,0,True
52551,751,540,0,17,0,True
52567,751,540,0,17,0,True
52584,751,540,0,17,0,True
52601,751,540,0,17,0,True
52617,751,540,0,17,0,True
52634,751,540,0,17,0,True
52651,751,540,0,17,0,True
52667,751,540,0,17,0,True
52684,751,540,0,17,0,True
52701,751,540,0,17,0,True
52717,751,540,0,17,0,True
52734,751,540,0,17,0,True
52751,751,540,0,17,0,True
52767,751,540,0,17,0,True
52784,751,540,0,17,0,True
52801,751,540,0,17,0,True
52817,751,540,0,17,0,True
52834,751,540,0,17,0,True
52851,751,540,0,17,0,True
52867,751,540,0,17,0,True
52884,751,540,0,17,0,True
52901,751,540,0,17,0,True
52917,751,540,0,17,0,True
52934,751,540,0,17,0,True
52951,751,540,0,17,0,True
52967,751,540,0,17,0,True
52984,751,540,0,17,0,True
53001,751,540,0,17,0,True
53017,751,540,0,17,0,True
53034,751,540,0,17,0,True
53051,751,540,0,17,0,True
53067,751,540,0,17,0,True
53084,751,540,0,17,0,True
53101,751,540,0,17,0,True
53117,751,540,0,17,0,True
53134,751,540,0,17,0,True
53151,751,540,0,17,0,True
53167,751,540,0,17,0,True
53184,751,540,0,17,0,True
53201,751,540,0,17,0,True
53217,751,540,0,17,0,True
53234,751,540,0,17,0,True
53251,751,540,0,17,0,True
53267,751,540,0,17,0,True
53284,751,540,0,17,0,True
53301,751,540,0,17,0,True
53317,751,540,0,17,0,True
53334,751,540,0,17,0,True
53351,751,540,0,17,0,True
53367,751,540,0,17,0,True
53384,751,540,0,17,0,True
53401,751,540,0,17,0,True
53417,751,540,0,17,0,True
53434,751,540,0,17,0,True
53451,751,540,0,17,0,True
53467,751,540,0,17,0,True
